Image,product_container_URL,bluproduct_variant,product_promos_specialcamp,Content,Content1,Content2,Name,Description,Price,Price3,Price4,Location,Location5,bluproduct_sold,bluproduct_ratingwrapper
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/giordano-women-s-message-tee-signature-navy-0539920407/ps--GIW-70004-00042?ds=GIW-70004-00042-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1seDbPZsUpQD1+5czNmjba+g7K13sulL2SogAXLko1CIV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+zTwYRVVrOAAakyD7lP7m4K//T7Pb+vXWUagLRkHIHyK/HRAebnNnuOytEmCYH5JGg==&cnc=false&pickupPointCode=PP-3348001&pid1=GIW-70004-00042,, Promo hingga , 15 , 43 , 30 ," 
      Giordano Women's Message Tee - Signature Navy [0539920407] 
    ",,"
          Rp119.000
        ","
            Rp229.000
          ","
            48%
          ", Giordano Women Official Store  , Kota Tangerang , Terjual 21 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/vone-more-katharina-top-bli-02-atasan-wanita-blue-green/ps--VOO-70005-00027?ds=VOO-70005-00027-00003&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1seDbPZsUpQD1+5czNmjba9iOgoUVbdYygj0TnYJoyCIV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+1C3rwWRRFS/y9AO+ls+ltESUUiUH0gtqLOoNhn+7Z1P/HRAebnNnuOytEmCYH5JGg==&cnc=false&pickupPointCode=PP-3301818&pid1=VOO-70005-00027,, Promo hingga , 15 , 43 , 30 ," 
      Vone More Katharina Top BLI 02 Atasan Wanita - Blue - Green 
    ",,"
          Rp199.800
        ","
            Rp666.000
          ","
            70%
          ", Vone , Kota Tangerang & kota lainnya , Terjual 21 ,"4,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/9-to-12-signature-v-neck-blouse-atasan-wanita-black-semua-ukuran/ps--9TW-60021-01450?ds=9TW-60021-01450-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1seDbPZsUpQD1+5czNmjba+SkmKjATOmvtuPv7YwY36hV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+1C3rwWRRFS/y9AO+ls+ltESUUiUH0gtqLOoNhn+7Z1P/HRAebnNnuOytEmCYH5JGg==&cnc=false&pickupPointCode=PP-3047957&pid1=9TW-60021-01450,, Promo hingga , 15 , 43 , 30 ," 
      9 to 12 Signature V-neck Blouse Atasan Wanita - Black Semua Ukuran 
    ","• Loose fit dan wide design.
• V Neckline.
• Detail patch pocket pada bagian depan.
• Folded cuff detail pada bagian lengan.
• Front button up closure.
• 3/4 sleeves
• Premium Material","
          Rp129.000
        ","
            Rp199.000
          ","
            35%
          ", 9to12 Woman Official Store , Kota Tangerang , Terjual 21 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/mobile-power-a6806-ladies-brocade-combination-tanktop-wanita-yellow-gold/ps--MOP-55625-00087?ds=MOP-55625-00087-00002&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1seDbPZsUpQD1+5czNmjba8KgL+tWpuEV/rztG3LNIE56Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+rYb2ljFa6Odk0DxsSWY+M9h9aO6cY44bv0X6vCmXn1xKuom33Pgg/Se0iMMhbFjgH1qrSDo9QGyPlgiloLuDLP/lF5cepFAMRMnu2ybzAWUdKZ0S50Aca0KqR8Gcvfjwze/ljHOYJLUZUDv7Le79d8vd37UBEPI9pwM5eIcYTstuYtjasT6tRjSOGdOZ9ds6hNi18XUN4IWU/HqfOMfURcY&cnc=false&pickupPointCode=PP-3056231&pid1=MOP-55625-00087,, Promo hingga , 15 , 43 , 30 ," 
      Mobile Power A6806 Ladies Brocade Combination Tanktop Wanita - Yellow Gold 
    ","• Tank top 
• Didesain comfy dengan spaghetti strap 
• Aksen lace pada bagian depan 
• Nyaman digunakan 
• Material : Knitting","
          Rp50.000
        ","
            Rp149.000
          ","
            66%
          ", Mobile Power , Kota Jakarta Utara , Terjual 21 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/vone-nusantara-kartika-top-bli13-atasan-wanita-blue/ps--VOO-70005-00122?ds=VOO-70005-00122-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1seDbPZsUpQD1+5czNmjba9DVfgIV7m/ezeP/i6KxqnPV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+1C3rwWRRFS/y9AO+ls+ltESUUiUH0gtqLOoNhn+7Z1P/HRAebnNnuOytEmCYH5JGg==&cnc=false&pickupPointCode=PP-3301818&pid1=VOO-70005-00122,, Promo hingga , 15 , 43 , 29 ," 
      Vone Nusantara Kartika Top BLI13 Atasan Wanita - Blue 
    ",,"
          Rp164.700
        ","
            Rp549.000
          ","
            70%
          ", Vone , Kota Tangerang , Terjual 21 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/vone-serein-helena-dress-bli05-dress-wanita-pink/ps--VOO-70005-00050?ds=VOO-70005-00050-00002&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1seDbPZsUpQD1+5czNmjba+UFa7ss9ZGCQKMhmB5ZL1HV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+xVY3ElvMvnD4qPpP7/LWPet/BzqxtJLFKH+qCwanUgJ/HRAebnNnuOytEmCYH5JGg==&cnc=false&pickupPointCode=PP-3301818&pid1=VOO-70005-00050,, Promo hingga , 15 , 43 , 29 ," 
      Vone Serein Helena Dress Bli05 Dress Wanita - Pink
 
    ",,"
          Rp266.700
        ","
            Rp889.000
          ","
            70%
          ", Vone , Kota Tangerang & kota lainnya , Terjual 21 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/kaos-tshirt-lengan-panjang-wanita-gaya-korea-printing-jfashion-dawn/ps--JFN-25267-01770?ds=JFN-25267-01770-00003&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1seDbPZsUpQD1+5czNmjba9xQ+PPaKxr/6gkp0MdVSya6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+rYs4+rWZ7zCXM6RAaC0DCw0Kkkafi+cjIiXcB4olXgzyFWbDfLF/5KnLYCxjUA9SQvdu9eGrszG3HC6MtVrn8lp8cPPdURY/4tQQUaa+hb4fg==&cnc=false&pickupPointCode=PP-3001401&pid1=JFN-25267-01770, 3 , Promo hingga , 15 , 43 , 29 ," 
      Kaos Tshirt Lengan panjang Wanita Gaya korea Printing - Jfashion Dawn 
    "," 
 Produk dalam negeri 
 Jahitan berkualitas 
 Bahan bermutu, nyaman di pakai 
 Model simpel dan elegan 
","
          Rp39.900
        ","
            Rp99.900
          ","
            60%
          ", JFashion Women Official Store , Kota Jakarta Barat , Terjual 21 ,"4,8"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/vone-nusantara-genta-dress-bli04-soft-pink/ps--VOO-70005-00094?ds=VOO-70005-00094-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1seDbPZsUpQD1+5czNmjba/o9a4/7ecL9Fh3Ml0eozciV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+xVY3ElvMvnD4qPpP7/LWPet/BzqxtJLFKH+qCwanUgJ/HRAebnNnuOytEmCYH5JGg==&cnc=false&pickupPointCode=PP-3301818&pid1=VOO-70005-00094,, Promo hingga , 15 , 43 , 29 ," 
      Vone Nusantara Genta Dress BLI04 - Soft Pink 
    ",,"
          Rp269.700
        ","
            Rp899.000
          ","
            70%
          ", Vone , Kota Tangerang , Terjual 21 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/one-set-tunik-rayon-kulot-hyejin/ps--PUM-60065-00972?ds=PUM-60065-00972-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1seDbPZsUpQD1+5czNmjba+qkz0YuxqHBKKjXRv7Xbu3V6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+4XMl/ShrDchF3FQV4Qgi5OyleB+1RZPllbncZ54OrEuNO0VHZh2mb/wfvVb2iEFxB13UOfNmoo6EeUyvWCDQaAMij/4xkwBjbHdnInRru+a&cnc=false&pickupPointCode=PP-3086761&pid1=PUM-60065-00972, 4 , Promo hingga , 15 , 43 , 28 ," 
      ONE SET TUNIK RAYON KULOT HYEJIN 
    ",• #atasanmuslim #tunik #tunikrayon #tuniktiedye #outerrayon #outertiedye #tiedye,"
          Rp101.753
        ","
            Rp150.000
          ","
            32%
          ", UMKM Pusat Mukena Indonesia , Kota Tasikmalaya , Terjual 21 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/point-one-384351-iggy-geo-tribal-print-wrap-with-side-pocket-long-skirt-blue/ps--POO-60029-00020?ds=POO-60029-00020-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1seDbPZsUpQD1+5czNmjba8KgL+tWpuEV/rztG3LNIE56Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+rYb2ljFa6Odk0DxsSWY+M9h9aO6cY44bv0X6vCmXn1xKuom33Pgg/Se0iMMhbFjgH1qrSDo9QGyPlgiloLuDLP/U2ZEeIuBn14TxfdO6++3xsxjc8bk96dqa5GJpZYY7AU6h+I0PFhMeliqujq/Mq1T29Yzq8Sos8HavsbAJdXmGbR0ggGDydt7HWWJ/yl7KTBi18XUN4IWU/HqfOMfURcY&cnc=false&pickupPointCode=PP-3053558&pid1=POO-60029-00020,, Promo hingga , 15 , 43 , 28 ," 
      Point One 384351 Iggy Geo Tribal Print Wrap with Side Pocket Long Skirt - Blue 
    ","
Long skirt
Desain trendy
Detail slit dan side zipper opening
Cocok digunakan untuk acara formal maupun non formal
Material : Katun
","
          Rp50.000
        ","
            Rp329.900
          ","
            85%
          ", Point One Official Store , Kota Jakarta Pusat , Terjual 21 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/9-to-12-hyein-drawstring-cargo-pants-celana-panjang-wanita/ps--9TW-60021-01711?ds=9TW-60021-01711-00002&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1seDbPZsUpQD1+5czNmjba8lHhvIwqneevcUOQri5jiaV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+6BgdXWHfRmgK3Yi1ewSXppJo8g3KNbnFLWGll/wEJcL/HRAebnNnuOytEmCYH5JGg==&cnc=false&pickupPointCode=PP-3047957&pid1=9TW-60021-01711, 4 , Promo hingga , 15 , 43 , 28 ," 
      9 to 12 Hyein Drawstring Cargo Pants Celana Panjang Wanita 
    ",,"
          Rp149.000
        ","
            Rp249.000
          ","
            40%
          ", 9to12 Woman Official Store , Kota Tangerang , Terjual 21 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/hush-puppies-vaia-cropped-tee-wanita-01/ps--HUP-60031-01370?ds=HUP-60031-01370-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1seDbPZsUpQD1+5czNmjba/nH+gysjRBI00aE2d1ILJ7V6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70PfM//eNdJUCw07oJWQqIFs/CwvdFssFoOKOSDSYO3t+ZeU17vCA5Htcepz5rtGXYOx3MY/P1JCPR+VkZon1oF39KWKtdRfL1N3QOqEexjZ4U3gnArnJaJPVuDKsbrOG7AMij/4xkwBjbHdnInRru+a&cnc=false&pickupPointCode=PP-3191671&pid1=HUP-60031-01370,,,,,," 
      Hush Puppies Vaia Cropped Tee Wanita 01 
    ",,"
          Rp359.000
        ",,, Hush Puppies Apparel Ladies Official Store , Kota Bekasi , Terjual 21 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/hush-puppies-vaia-cropped-tee-wanita-01/ps--HUP-60031-01364?ds=HUP-60031-01364-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1k0bi4oaTwOh2ahk1QwAbifnH+gysjRBI00aE2d1ILJ7V6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70PfM//eNdJUCw07oJWQqIFs/CwvdFssFoOKOSDSYO3t+ZeU17vCA5Htcepz5rtGXYOx3MY/P1JCPR+VkZon1oF39KWKtdRfL1N3QOqEexjZ4U3gnArnJaJPVuDKsbrOG7AMij/4xkwBjbHdnInRru+a&cnc=false&pickupPointCode=PP-3191671&pid1=HUP-60031-01364,,,,,," 
      Hush Puppies Vaia Cropped Tee Wanita 01 
    ",,"
          Rp359.000
        ",,, Hush Puppies Apparel Ladies , Kota Bekasi , Terjual 20 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/giordano-women-s-message-tee-0539221201-folkstone-gray/ps--GIW-70004-00262?ds=GIW-70004-00262-00002&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1k0bi4oaTwOh2ahk1QwAbie0yChMip6KDGKBIZuHxfdtV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+zTwYRVVrOAAakyD7lP7m4K//T7Pb+vXWUagLRkHIHyK/HRAebnNnuOytEmCYH5JGg==&cnc=false&pickupPointCode=PP-3348001&pid1=GIW-70004-00262,, Promo hingga , 15 , 43 , 27 ," 
      Giordano Women's Message Tee 0539221201 Folkstone Gray 
    ",,"
          Rp109.000
        ","
            Rp249.000
          ","
            56%
          ", Giordano Women Official Store  , Kota Tangerang , Terjual 20 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/bonia-midi-dress/ps--LED-60038-00986?ds=LED-60038-00986-00002&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1k0bi4oaTwOh2ahk1QwAbicbxEgSLfXSr3QBd/v/kvpZ6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvg93FMcpkFX3C6Ss3jDzb/Jm1Nu/eiGATpe2J7ynETtlnF9VKLu6jPhvkpP1HvxPguRossEAoUMZC/Ol+lg8c+HNOJjEYYRD9uxm8fQzQ33xePiPRKvXKUH03mTrCC+d10/RD55r8MN6K/oKaplDyYP&cnc=false&pickupPointCode=PP-3220980&pid1=LED-60038-00986, 2 ,,,,," 
      BONIA MIDI DRESS 
    ","• Dress Motif Kartini
• Adem , Lembut saat di pakai 
•- Bahan tidak terawang 
•- Karakter Bahan Jatuh
•- 100% Premium Rayon
•- Jahitan Kuat 
•- Daya Serap Baik","
          Rp64.900
        ","
            Rp150.000
          ","
            57%
          ", Leesy.Id Official Store , Kota Tasikmalaya , Terjual 20 ,"4,8"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/rodeo-celana-wanita-halley-pants/ps--ROH-60038-00265?ds=ROH-60038-00265-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1k0bi4oaTwOh2ahk1QwAbieiITDIGjdjPmb4zUSN3tEq6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvg93FMcpkFX3C6Ss3jDzb/Jm1Nu/eiGATpe2J7ynETtlnF9VKLu6jPhvkpP1HvxPguRossEAoUMZC/Ol+lg8c+HU2ZEeIuBn14TxfdO6++3xlRvUANPiMrWsA04si+GB3w/RD55r8MN6K/oKaplDyYP&cnc=false&pickupPointCode=PP-3187447&pid1=ROH-60038-00265,,,,,," 
      Rodeo - Celana Wanita - Halley Pants 
    ",,"
          Rp70.000
        ","
            Rp379.900
          ","
            82%
          ", Rodeo House Official Store , Kota Jakarta Utara , Terjual 20 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/9-to-12-signature-drawstring-pants-celana-panjang-wanita-lime-stripe/ps--9TW-60021-01465?ds=9TW-60021-01465-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1k0bi4oaTwOh2ahk1QwAbiclHhvIwqneevcUOQri5jiaV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+6BgdXWHfRmgK3Yi1ewSXppJo8g3KNbnFLWGll/wEJcL/HRAebnNnuOytEmCYH5JGg==&cnc=false&pickupPointCode=PP-3047957&pid1=9TW-60021-01465,, Promo hingga , 15 , 43 , 26 ," 
      9 to 12 Signature Drawstring Pants Celana Panjang Wanita - Lime Stripe 
    ","• High waist 
• Elasticated waist dengan detail tali drawstring 
• Straight design 
• Side pocket details 
• Full length 
• Premium Cotton Material","
          Rp149.000
        ","
            Rp349.000
          ","
            57%
          ", 9to12 Woman Official Store , Kota Tangerang , Terjual 20 ,"4,8"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/blythe-wide-leg-high-waist-jeans-celana-panjang-wanita-c820/ps--BLW-60022-01229?ds=BLW-60022-01229-00004&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1k0bi4oaTwOh2ahk1QwAbic4RjidDXvv3mCFIIki0hq2V6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+6q783zoDn89Ae0VZ5f5HUoTbbD4UQPQQa5TBMbjGloe/HRAebnNnuOytEmCYH5JGg==&cnc=false&pickupPointCode=PP-3047949&pid1=BLW-60022-01229, 2 , Promo hingga , 15 , 43 , 26 ," 
      BLYTHE Wide Leg High Waist Jeans Celana Panjang Wanita C820 
    ","• Celana jeans dengan model high waist
• Cocok dipakai dengan atasan crop atau outer yang kekinian
• Design trendy yang dilengkapi dengan tali pinggang
• Celana jeans yang long lasting
• Must have item","
          Rp179.000
        ","
            Rp439.000
          ","
            59%
          ", Blythe Woman Official Store , Kota Tangerang , Terjual 20 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/9-to-12-signature-jade-ruffle-dress-wanita-navy/ps--9TW-60021-01602?ds=9TW-60021-01602-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1k0bi4oaTwOh2ahk1QwAbiclHhvIwqneevcUOQri5jiaV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+xVY3ElvMvnD4qPpP7/LWPet/BzqxtJLFKH+qCwanUgJ/HRAebnNnuOytEmCYH5JGg==&cnc=false&pickupPointCode=PP-3047957&pid1=9TW-60021-01602,, Promo hingga , 15 , 43 , 26 ," 
      9 to 12 Signature Jade Ruffle Dress Wanita - Navy 
    ","• '-Mini dress wanita yang trendy dan feminin 
• -Detail ruffle pada bagian lengan dan bawah 
• -Detail aksen garis putih yang bold 
• - Cocok untuk dipakai acara semi formal maupun casual 
• - Material katun poplin yang premium","
          Rp149.000
        ","
            Rp399.000
          ","
            63%
          ", 9to12 Woman Official Store , Kota Tangerang , Terjual 20 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/serene-celana-loungewear-satin-lily-lilac/ps--SEW-70026-00011?ds=SEW-70026-00011-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1k0bi4oaTwOh2ahk1QwAbicKgL+tWpuEV/rztG3LNIE56Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+rYs4+rWZ7zCXM6RAaC0DCw0Kkkafi+cjIiXcB4olXgzyN7rQN9FFLoQdQljrd7tjoV4DfyRp7giKcZcJoiBwHzV8cPPdURY/4tQQUaa+hb4fg==&cnc=false&pickupPointCode=PP-3303912&pid1=SEW-70026-00011,, Promo hingga , 15 , 43 , 26 ," 
      SERENE Celana Loungewear Satin Lily Lilac 
    ","• - Bahan Satin premium 
• - Jahitan kuat dan rapi 
• - Celana dengan saku , Pinggang Karet fit to XL","
          Rp50.000
        ","
            Rp89.000
          ","
            44%
          ", Serene Official Store , Kota Tangerang , Terjual 20 ,"4,3"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/9-to-12-signature-asymmetric-wrapped-blazer-top-atasan-wanita-black/ps--9TW-60021-01498?ds=9TW-60021-01498-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1k0bi4oaTwOh2ahk1QwAbieSkmKjATOmvtuPv7YwY36hV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krriCFOI5lmHqdKNgbp4eEHTKmgyqreTkaEw7m9hA1+7zYrmq0K+eka1KJ6f9Jxb8ipj/HLQ6r/pGefqFlxW3b/HRAebnNnuOytEmCYH5JGg==&cnc=false&pickupPointCode=PP-3047957&pid1=9TW-60021-01498,, Promo hingga , 15 , 43 , 25 ," 
      9 to 12 Signature Asymmetric Wrapped Blazer Top Atasan Wanita - Black 
    ","• '- Boxy blazer fit design
• - Detail asimetris pada bagian depan belakang
• - Front button up closure
• - Premium poplin material","
          Rp129.000
        ","
            Rp199.000
          ","
            35%
          ", 9to12 Woman Official Store , Kota Tangerang , Terjual 20 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/rodeo-kaos-wanita-aura-tee-grey/ps--ROH-60038-00243?ds=ROH-60038-00243-00003&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1k0bi4oaTwOh2ahk1QwAbieKmPmBDp/D85X6iRDcDbh66Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+rYs4+rWZ7zCXM6RAaC0DCw0Kkkafi+cjIiXcB4olXgzyFWbDfLF/5KnLYCxjUA9SQvdu9eGrszG3HC6MtVrn8lp8cPPdURY/4tQQUaa+hb4fg==&cnc=false&pickupPointCode=PP-3187447&pid1=ROH-60038-00243,, Promo hingga , 15 , 43 , 25 ," 
      Rodeo - Kaos Wanita - Aura Tee - Grey 
    ",,"
          Rp60.000
        ","
            Rp329.900
          ","
            82%
          ", Rodeo House Official Store , Kota Jakarta Utara , Terjual 20 ,"5,0"
https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,https://www.blibli.com/p/ellipsesinc-kaos-oversize-pria-wanita-polos/ps--ELM-60027-00508?ds=ELM-60027-00508-00001&source=CATEGORY&sid=aaea9690640ec828&metaData=Sa0jw+XIAzQDKlCuUgCF1k0bi4oaTwOh2ahk1QwAbifhh/TRRIJaeYK49TgQ8oAP6Oqsz+aOWzolAPMge9OW4yIHjOgFuRMqSJXHFTqGvvgDGemfm5SNh5Jq9KPDEXJ5jzCxKTOmEWlperjuKJtK31FBTc87YP8sPvWm7FKE+rYs4+rWZ7zCXM6RAaC0DCw0Kkkafi+cjIiXcB4olXgzyFWbDfLF/5KnLYCxjUA9SQvdu9eGrszG3HC6MtVrn8lp8cPPdURY/4tQQUaa+hb4fg==&cnc=false&pickupPointCode=PP-3085683&pid1=ELM-60027-00508, 16 , Promo hingga , 15 , 43 , 25 ," 
      ELLIPSESINC Kaos Oversize Pria & Wanita Polos 
    ","• Short sleeves T-shirt 
• Didesain trendy 
• Round neckline dan image & lettering print pada bagian depan 
• Nyaman saat digunakan sehari-hari 
• Material : Cotton combed 30s","
          Rp36.955
        ","
            Rp90.000
          ","
            59%
          ", ELLIPSES.INC Official Store , Kota Jakarta Barat , Terjual 20 ,"4,8"
